Respondent ID,Is there anything else you would like to share with us regarding the Award for Aspirations in Computing?,CODE
6903629045,"Thank you for all you guys do and for offering for many girls to be involved in this. The awards ceremony was amazing and fun. I was a bit confused about the fact the website said an award affiliate would receive an award for herself and her school, because at the event we only received our own award. I am so grateful for this opportunity. Thank you!",p
6903474668,,
6903415123,no,no
6903330313,"At the regional ceremony there was a panel discussion, which I did not find as engaging or helpful as the mentor dinner. I think it would be better if less time was spent on a panel and more time spent talking directly to the mentors",ad
6903179298,"While it didn't inspire me to follow a computer science career, it made programming less scary and made me want to incorporate it more into my mechatronics major.",comp
6903153105,Cool opportunity,comp
6903147140,,
6903146671,N/A,no
6903126115,,
6903108910,I feel disappointed in how well I did ,p
6902968618,,
6902964466,In general I did like the application process,comp
6902754573,Don’t stop providing these awards. They are inspirational and an honor. ,comp
6902728016,"Just thank you for doing this, it's been a cool experience to watch my friends participate, and to be able to do so myself.",ty
6902546610,,
6902517561,It was an unforgettably positive and empowering experience that made me extremely excited for the years to come in my computing studies and career. I loved being able to socialize with women in different technology careers and hearing about their journeys and how they incorporated other interests they had with their technology studies.,comp
6902506777,,
6902444153,,
6902419184,,
6902407277,,
6902303239,It's the best!,comp
6902270497,no,no
6902195807,Thank you! and great job!,ty
6902126730,No,no
6902086690,none,no
6902066379,,
6902031990,,
6901995273,,
6901935225,,
6901858488,,
6901857854,,
6901829695,,
6901785635,,
6901752814,,
6901660794,All I want to say is thank you. This award means a lot to me and the rest of my family. ,ty
6901569925,,
6901566134,,
6901565025,,
6901563988,no,no
6901556354,just send me more information ,p
6901528067,,
6901522186,N/A,no
6901517822,,
6901515578,nope :),no
6901507704,,
6901466667,,
6901461821,It is a wonderful opportunity and I am grateful to have found it.,comp
6901461206,I think you should try to advertise this program more. I really wouldn't have known about it if it weren't for my mentor that I met through an out-of-school activity. Perhaps through technology/computing programs such as Technovation or FTC. ,ad
6901447171,Thank you for this amazing opportunity.,ty
6901442604,No,no
6901441954,,
6901437322,Please don't make award ceremonies during AP exams. Almost all the girls are taking exams and the placement of the award ceremony makes it difficult to attend! ,ad
6901415143,Thank you for the opportunity to have our awards and gift boxes delivered to those who could not attend the ceremony.,ty
6901402357,The NCWIT support team is very prompt with answering emails and providing encouragement!,comp
6901330977,,
6901292493,,
6901285716,"I still have not received my trophy from several years ago ; I made a post about this and contacted the person to get my trophy back as told to, but nothing was done about this--I am disappointed",p
6901276446,,
6901274138,"It would be nice if the awards ceremonies were more regulated. I know some states had really nice events with games, social events, and prizes - but ours (Northern Illinois) was just a quick snack/buffet social, the awards, pictures and prize bags, and was over within about an hour. It would have been nice for there to have been some kind of interaction game to meet the other girls at the ceremony. ",ad
6901274108,"In the email about the Certificate of Distinction mentioned that I would receive a certificate and a prize bag, but I never received either of them.",p
6901273339,,
6901273166,,
6901270788,The ceremony should include more of an opportunity for students to network with the speakers. There should also be some cooler gifts for the affiliate honorable mentions (just a suggestion),ad
6901269879,,
6901269003,,
6901266992,,
6901264217,"It’s be nice if you emailed me more when something happened to me. Also, I don’t like Facebook too much. ",p
6901260772,,
6901258147,,
6901257716,,
6901256729,,
6901253927,No.,no
6901252604,No thank you,no
6901252072,,
6901248287,I am very grateful for this award and I promise that I will continue to inspire children (especially girls) to become more knowledgeable in computing !,comp
6901247767,,
6901246082,N/A,no
6901245646,,
6901242851,,
6901242435,,
6901231909,,
6901230091,,
6901229746,,
6901226728,,
6901224678,Thank you for choosing me as a regional honorable mention. I really didn’t expect to receive anything.,ty
6901224399,,
6901222668,No,no
6901222524,,
6901220373,Thank you for this wonderful opportunity!,ty
6901220358,,
6901214122,No,no
6901211635,I thought the ceremony was well done and an enjoyable experience. It was nice to be honored and see a room full of other young women like myself ,comp
6901211433,"If we could have more diversity in speakers (not as in ethnicity, but as in profession eg person with social/artistic/humanities-based job with hints of technology so that the speakers better relate to the awardees. Because a lot of us are high schoolers who aren't limited to coding careers, so establishing a relevancy of technology might connect us with it)",ad
6901211324,,
6901207354,,
6901207158,,
6901204253,I would love if I could be apart of this community!!,p
6901199384,,
6901196964,,
6901195133,,
6901191246,,
6901189100,,
6901188651,,
6901180565,,
6901174262,N/A,no
6901174026,Thank you for the opportunity.,ty
6901173428,,
6901168428,No.,no
6901168362,"Not really, thank you for giving the community good opportunities to provide feedback.",ty
6901166608,,
6901164984,"the email I received about ""being good enough for the actual award but not selected for funding limits or event space"" is a lowkey slap in the face that I did not appreciate. I think y'all could have worded that a lot differently/better, and although I am thankful to have at least gotten the certificate, it truly just made me become less interested in computer science since I have the ""same award"" but I'm not good enough to be ""chosen"" for recognition. I strongly suggest wording the email differently for next year or finding an event space with more space...",p
6901162817,No.,no
6901161378,No,no
6901160493,I really appreciate the program because it can inspire many young women to become more involved in computing and helping their community.,comp
6901154223,,
6901150575,,
6901150065,,
6901148185,,
6901147193,There were quite a few men involved in the ceremony and they opened it. That was disappointing. If it is a ceremony dedicated to celebrating women and recognizing successful women then why were so many men involved,p
6901147155,,
6901144353,,
6901142881,Thank you for making an award and building a community like this!,ty
6901141220,,
6901140213,,
6901140070,,
6901138353,,
6901138066,,
6901137800,,
6901137354,,
6901136688,,
6901136301,,
6901135955,Thank you!,ty
6901135869,I am thankful that I got to be apart of this community and I am even more confident that I can succeed in a computer science career.,ty
6901135672,I never received any”proof” of receiving the award,p
6901135195,,
6901134796,,
6901133494,,
6901133290,Nope. Thank you,ty
6901131905,When do I get my award,p
6901131455,,
6901128445,,
6901126776,No.,no
6901125509,,
6901124796,,
6901122827,,
6901122484,,
6901122229,,
6901121198,,
6901120149,,
6901119691,,
6901118816,No,no
6901118667,Please schedule accordingly so there are no exams or things going on around that time so more students can attend. ,ad
6901118497,,
6901118406,It’s the most amazing thing that happened to me. It made me feel like I had something I was good at and kept pushing me to get better. ,in
6901118267,,
6901118029,,
6901117991,,
6901117838,Please make more events/ be more communicative.,ad
6901117556,No.,no
6901117477,"Please make sure that all winners are told whether or not their prize will be sent in the mail, or rewarded to them at the ceremony. I also believe that everyone including the CoD winners should be rewarded at least a small trophy for themselves to display at their home etc.",ad
6901117473,,
6901117336,N/A,no
6901117195,No.,no
6901117114,,
6901117097,The whole community is such an amazing thing to be a part of and I am so grateful to have been accepted into it.,comp
6901116924,,
6900941721,,
6900729339,,
6900718560,,
6900686893,,
6900220728,"It has been a very uplifting experience that I am very grateful for. This increased my confidence, motivation, and assurance on the choosing a technological field as one of my main interests. ",in
6900076847,,
6900033992,Thank you!  ,ty
6900033939,,
6900008178,,
6899996645,,
6899970430,Thank you ,ty
6899959474,,
6899910318,Its a great opportunity for women. I hope more women are able to learn about it.,comp
6899870232,Nope,no
6899830521,No,no
6899820089,"Dear Aspirations in Computing,    Thank you so much for all the opportunities that you provide, the wonderful women in tech that you embrace, and the sense of empowerment that you embrace. NCWIT has changed not only my life, but the lives of many other girls that I know. Thank you and please continue to be an awesome group.     Sincerely,    CS",comp
6899807803,This opportunity was really great and really inspiring. ,comp
6899803321,,
6899789880,,
6899785425,Loved the beanie!,comp
6899784802,I think this is a great award to inspire girls to join in on a STEM career.,comp
6899776810,-,no
6899771373,nope,no
6899767573,,
6899764670,.,no
6899756428,No,no
6899753229,,
6899744705,no,no
6899744146,,
6899734367,,
6899733441,,
6899731308,The NCWIT award has definitely inspired be to give back to our community and encouraged me to pursue my passion for computing. Together we can!,in
6899730673,I really enjoy being a part of the Aspirations Community! It has given me so many opportunities that I am really thankful for :),comp
6899730491,,
6899729544,,
6899726723,,
6899726493,,
6899726045,,
6899724758,,
6899724709,,
6899724705,,
6899724599,,
6899724361,"I was greatly honored, and I enjoyed the experience. At the award ceremony, I met more young women like myself, and I would love to have the opportunity work with them in the future. ",comp
6899234333,"No, everything was very good",comp
6898634874,,
6897851214,"Thank you so much for organizing this program. I really enjoyed meeting other people who share my interest in computing, and the event itself was an incredibly inspiring experience.",ty
6897851214,"Thank you so much for organizing this program. I really enjoyed meeting other people who share my interest in computing, and the event itself was an incredibly inspiring experience.",in
6896325412,,
6895685610,"Where I found out about this scholarship, it said the prize was “$500 and a laptop”. Maybe just clear the air about what the prize is prior to the start of the scholarship. Otherwise, everything was great!!",p
6895587480,,
6895179166,,
6894668653,,
6893775859,,
6893709373,"No, I generally enjoyed the program and intend to apply again.",comp
6893186675,,
6893110350,,
6893002496,,
6892927162,,
6892622578,No,no
6892574961,,
6892431491,"Yes, I did receive a letter saying that they were going to send us something through Amazon but I have yet to receive it.",p
6891901627,,
6891862815,Celebrate and recognize the achievements of the community more.,ad
6891708153,,
6891577186,,
6891575927,,
6891571412,Thank you for everything.,ty
6891569064,Please don't make me walk across the stage in front of everyone...,p
6891567289,"Thank you for the opportunity for being able to receive this award. I will forever be grateful. To be honest, I worked hard on the application, and I do not really enjoy computer science in general, but I am glad I have knowledge about NCWIT. It opened my eyes to information about the world of computing. ",ty
6891559548,No.,no
6891459859,N/A,no
6891383143,It was a great opportunity!,comp
6891336289,,
6891293088,,
6891241642,,
6891194213,,
6891053999,,
6890993967,,
6890977722,,
6890977633,I truly enjoyed the speeches of all the women at the ceremony! It was inspirational and encouraging.,in
6890969422,No,no
6890956331,I just think that this is a fantastic program with a fantastic set-up and you really can encourage young women everywhere to show what they can do.,comp
6890952669,,
6890919586,,
6890915935,,
6890893309,,
6890875371,,
6890779221,It's amazing to be a part of this.,comp
6890777943,N/A,no
6890776082,I love the organization and all of the opportunities it has opened for me. I am so glad I took the time to complete the application. ,comp
6890764550,,
6890760956,,
6890750574,,
6890736258,,
6890730204,,
6890727027,It was a great experience ,comp
6890699715,I enjoyed the ceremony. Well organized and provided helpful information.,comp
6890692433,,
6890690521,No,no
6890682691,I just wish that the selection could include more women in rural towns. Because those women truly do not have the same exposure to technology as those in cities do. ,ad
6890668809,,
6890660189,,
6890659233,,
6890650029,nope,no
6890644006,,
6890640722,,
6890639614,No,no
6890614358,Thank you for the opportunities it provided,ty
6890613584,awards ceremony (oregon and sw washington) was boring,p
6890610730,Great way to connect and support women,comp
6890604699,,
6890603377,I enjoyed the experience!,comp
6890596547,,
6890594539,I don't think so,no
6890592055,I felt like there could have been more communication to award recipients and honorable mentions:),ad
6890581885,It was a great experience for me and it is always reassuring to see one is a part of a larger group of supportive people just like you ,comp
6890577898,,
6890576714,This is an awesome program that I can continue to pursue even after I go to college   Kudos to the aspirations in computing team !!!  You have motivated and inspired  me so much !!!,comp
6890576714,This is an awesome program that I can continue to pursue even after I go to college   Kudos to the aspirations in computing team !!!  You have motivated and inspired  me so much !!!,in
6890572823,,
6890568936,,
6890565856,,
6890561112,,
6890560448,No,no
6890559806,"This is an incredible program, don't take it for granted",comp
6890556525,,
6890546380,,
6890544072,,
6890540799,,
6890540631,"During the awards ceremony, it might not be beneficial to read out each person’s “about me” summary. It is incredibly time consuming by the end of the ceremony.",ad
6890537130,,
6890536649,No. ,no
6890535713,,
6890530284,"It was a fun opportunity to meet new people, and inspiring as well. Thank you for organizing!",ty
6890530284,"It was a fun opportunity to meet new people, and inspiring as well. Thank you for organizing!",in
6890528706,,
6890528411,No.,no
6890527693,,
6890527159,,
6890527077,,
6890526762,,
6890526460,Thank you!,ty
6890526109,Na,no
6890523980,no,no
6890523649,No,no
6890470652,Awesome!,comp
6888571408,Thank you for the opportunity and Honorable Mention! I am proud of myself and determined.,ty
6888191058,,
6887158299,,
6886316524,,
6884945557,n/a,no
6883571299,,
6882766801,"I am beyond grateful for this opportunity, and I really hope you continue what you are doing--inspiring more girls out there. ",in
6882575320,No,no
6882204608,"A great community, definitely.",comp
6881727386,,
6881260179,no,no
6881166147,,
6880868665,N/A,no
6880670761,,
6880602612,,
6880311785,,
6880265534,Not at all. It was a pleasure and honor receiving this award!,comp
6880203498,Thank you!,ty
6880149794,,
6880073744,,
6879780228,Thank you :),ty
6879719003,Thank you for supporting the computing field and sharing this wonderful program with dedicated and deserving students.,ty
6879364891,,
6878806573,,
6878664557,I still don’t really know what it is. I would like to know more about what I even received because I feel very out of the loop.,p
6878597298,,
6878126412,Thanks for giving us all an opportunity,ty
6877956510,It’s a great award and community and I hope more women find out about this program ,comp
6877924389,No,no
6877448561,Thank you so much for the wonderful opportunity!    -Sarah Abdalla (sarah.abdalla.2020@gmail.com),ty
6877374482,,
6877341377,"Thank you for everything you do! All of your hard work behind the scenes sharing opportunities, organizing the awards, creating a community, and so much more is truly appreciated.",ty
6877127025,Nope.,no
6877018856,,
6876879546,,
6876872519,,
6876789806,Nope. Thank you!,ty
6876711110,,
6876703734,,
6876690804,Nope!,no
6876652331,,
6876165137,,
6876108414,"Yes, I would love to receive the photos from the award ceremony of myself holding the award and shaking the hand of the leading presenter at the ceremony. I would love to frame it and keep it as a reminder of how I'll make a difference one day. :) ",p
6876092235,,
6876087290,,
6876079640,,
6876010797,,
6876008855,,
6875980100,,
6875971297,,
6875957893,"The ceremony was well done, it was straightforward and allowed for proper recognition for everyone. However, the organization in terms of seating award winners could have been improved. ",ad
6875925605,I thought that the ceremony was very nice and I think that this is such a great opportunity for young women everywhere. It really helped me see how many girls like me there are who have an interest in computer science.,comp
6875924679,Please give second opportunities for those who were not available to attend the ceremonies!,ad
6875915957,N/A,no
6875877389,,
6875861919,The award I received was broken and I was told a new one would be sent to my house but it never was and I am not surprised.,p
6875735625,,
6875734147,,
6875713528,,
6875708016,No,no
6875694193,,
6875678669,,
6875647848,,
6875634495,,
6875632293,,
6875626457,,
6875625755,N/A,no
6875625657,,
6875618776,,
6875533998,,
6875524983,N/A,no
6875504400,,
6875493872,No!,no
6875488604,,
6875488175,,
6875481194,N/a,no
6875472888,,
6875455644,,
6875444240,No,no
6875429645,,
6875426311,,
6875354779,I loved the glass awards,comp
6875353923,No,no
6875311049,"There were fewer people at the event than I expected. Also, I think more people would attend if the ceremony were shorter.",p
6875305515,,
6875295413,Thank you for providing the opportunity for us to realize that we have a community to support us!,ty
6875287099,,
6875284771,,
6875279122,Loved it!,comp
6875278811,NA,no
6875271882,Nope.,no
6875268758,Thank you for being there for all of the girls breaking the mold in STEAM!,ty
6875255268,,
6875254152,,
6875240118,,
6875239083,Thank you. Thank you ever so much.,ty
6875234258,,
6875231422,No.,no
6875220505,,
6875219057,,
6875213522,,
6875209971,I would like to thank them for the amazing opportunities that they opened up for me ,ty
6875209658,,
6875209139,No.,no
6875207065,,
6875204087,,
6875202895,Thank you for this amazing organization. ,ty
6875200018,"It was a wonderful experience, and an amazing opportunity.",comp
6875189916,"I wish there were more chances to meet fellow students like me in this community. Besides that, everything else was amazing. ",ad
6875189893,"No, it was great!",comp
6875182719,,
6875180584,Thank you so much for your recognition of all the young programmers hard work. It means the world.,ty
6875179593,Thank you so much for giving me this amazing opportunity! ,ty
6875177492,,
6875177108,,
6875176601,,
6875175108,I would like to sincerely thank NCWIT for honoring me in this way and for the amazing box of goodies! It is a huge honor to be named among the accomplished group of females who have also been honored with this Award. Thank you for working to promote and improve the positions of women in computing!,ty
6875174826,,
6875173656,No,no
6875172963,It was an overall positive experience. Thank you fo including me.,ty
6875171785,,
6875166791,,
6875165830,It's honestly a great form of recognition for young women in CS. ,comp
6875160001,,
6875155595,,
6875153284,,
6875152167,,
6875151027,,
6875146415,N/A,no
6875146403,The entire process was very enjoyable and I appreciate all the effort that was put into making it available to me and other women in computing.,comp
6875143475,,
6875143304,please don't do glass trophies or at least make the base more stable!!! please!!!!,ad
6875140503,Nope!,no
6875134180,,
6875130624,,
6875118683,"I just want to say thank you for the opportunity and the amazing experience, to me this award meant so much than for any other winner, I never thought I could ever win something like this and when I was notified I was almost crying and can not explain how happy I was, THANK YOU for what you all do.",ty
6875118683,"I just want to say thank you for the opportunity and the amazing experience, to me this award meant so much than for any other winner, I never thought I could ever win something like this and when I was notified I was almost crying and can not explain how happy I was, THANK YOU for what you all do.",in
6875118422,N/A,no
6875106514,No.,no
6875106313,no,no
6875101438,,
6875097856,,
6875097154,,
6875087974,bo,no
6875084818,,
6875071830,,
6875062016,"Nope, you guys are amazing! Continue rewarding young girls like me and motivating them to pursue these careers.",comp
6875057495,,
6875056653,,
6875055131,,
6875054044,,
6875050847,,
6875047893,,
6875047560,no,no
6875044493,,
6875043805,"I think this is a wonderful and empowering program for women, and I’m glad to be a part of it. Thanks to all involved.",ty
6875043805,"I think this is a wonderful and empowering program for women, and I’m glad to be a part of it. Thanks to all involved.",comp
6875034982,,
6875030651,,
6875029030,"nope, I had a wonderful experience.",comp
6875025092,,
6875022246,,
6875019996,N/A,no
6875007775,,
6875003103,Thank you so much!,ty
6875001020,,
6874998654,I really enjoyed the award ceremony and meeting new females award recipients every year. It is a fun experience! Thank you for providing us this opportunity. ,ty
6874998654,I really enjoyed the award ceremony and meeting new females award recipients every year. It is a fun experience! Thank you for providing us this opportunity. ,comp
6874998646,,
6874996743,,
6874994108,,
6874992891,Next year I would like one to give to my school as well.,ad
6874990651,,
6874989110,,
6874981094,,
6874981008,,
6874980435,,
6874980204,N/A,no
6874980040,Nope,no
6874974391,It is an excellent program that actually helps young women in this industry that is run mainly by men.,comp
6874974220,,
6874972661,,
6874971744,"For the wisconsin awards ceremony, I don't think that the ceremony needs to read out every single bio. It makes the ceremony very long. I think that they should read it for the state and national winners, but not the honorable mentions.  ",ad
6874970284,the college program is restricted to only those majoring in computer science. There should be inclusion of non computer science majors in an award for computer science related projects. ,p
6874969595,,
6874968933,,
6874965249,,
6874964968,,
6874964841,,
6874963488,,
6874962807,This program  was really great!,comp
6874962382,,
6874959606,N/a,no
6874958196,I'm very glad to have applied for the award! ,comp
6874958167,None ,no
6874957389,"I thought winning the award was a like schoolarship that could go towards college,but overal the experience was a moment i could not forget,I learn and was inspired.",in
6874956472,,
6874955864,"Thank you for letting me be part of this amazing program, it made a change on my life. ",ty
6874955864,"Thank you for letting me be part of this amazing program, it made a change on my life. ",in
6874955656,Thank you for this opportunity! ,ty
6874953471,,
6874952635,,
6874950000,No comment,no
6874949923,No,no
6874949743,It’s definitely a great opportunity. I will be sharing it with more of my STEM girl friends soon,comp
6874949678,,
6874949634,,
6874948955,,
6874947692,N/A,no
6874946799,N/A,no
6874946234,Thank you!,ty
6874940599,,
6874937414,,
6874937395,,
6874937368,Thanks for this opportunity ,ty
6874936140,,
6874934640,,
6874933322,,
6874931337,,
6874930355,I thought this helped us with schoalrship but we got no information,p
6874928762,n/a,no
6874927306,Nope.,no
6874926485,,
6874925816,more internship/scholarship oppurtunities,ad
6874924657,Nope.,no
6874924550,,
6874924506,,
6874924476,,
6874924344,This is one of the most wonderful organizations! Just waiting on my prize package haha! :),comp
6874924128,N/A,no
6874923385,,
6874923096,Thank you!,ty
6874923057,,
6874922893,,
6874922723,,
6874922255,No ,no
6874921882,No,no
6874921799,No,no
6874903449,,
6873832773,,
6873052983,,
6873014305,,
6872542531,"This award is very motivating to women, especially to women who are less confident and very doubtful. The application is good in that it further encourages women to think about their abilities and their future computing career. ",comp
6872400513,No,no
6871845503,It should be known to more people so that they get to be inspired and have opportunities too.,ad
6871663723,,
6871567241,,
6871550756,,
6871344123,,
6871322073,nope,no
6871090399,,
6870919388,,
6870794619,,
6870353230,,
6870348409,This is a great opportunity to understand my potential in the field of computing and achievement that I have accomplished throughout this years.,in
6870285308,,
6870269425,,
6870260319,,
6870251588,,
6870221099,,
6870202723,Thank you for the amazing opportunity!,ty
6870155550,,
6870108240,"There should be more speakers that present in less time, versus fewer speakers that present over long periods of time. ",ad
6870003282,,
6869963264,No.,no
6869921502,,
6869856631,,
6869756496,,
6869735737,no,no
6869718149,No,no
6869707903,no,no
6869641207,,
6869640755,"I'm going to be honest, I only got this award because my computer science teacher told me it would be a good scholarship opportunity. I didn't even think I finished the scholarship, but I guess I did. Computing is cool and all, but I'm just taking these classes to have a leg up when getting my degree in Aerospace Engineering. ",p
6869624176,,
6869619045,no,no
6869538705,,
6869488590,No ,no
6869406392,,
6869384043,"I have received this award two years in a row, and every time I attended a ceremony for it I was never disappointed.  Everyone was so kind and welcoming and I was given multiple opportunities to network with women pursuing their college degrees and careers. ",comp
6869069495,I had a great time at the even meeting all the wonderful woman,comp
6869040227,,
6868983361,Thanks for your time and effort. One thing I would like to add is that this award helped me in my college application process.,ty
6868908420,,
6868907868,,
6868861161,Thank you very much for considering me for this honorable award!,ty
6868856161,,
6868855396,,
6868851003,"No, there’s nothing else I would like to share.",no
6868845818,,
6868828250,,
6868757870,,
6868716909,,
6868708848,It’s a really encouraging opportunity to be recognized for what you do ,in
6868675743,,
6868665974,Nothing really,no
6868647479,Thank you for inviting me it was an awesome experience I will never forget it thanks a lot,ty
6868614473,,
6868549019,,
6868493630,,
6868454007,it is really fun and my family and i had a really great time at the ceremony  at rhodes ,comp
6868446541,,
6868418446,It's a fantastic opportunity for girls all around the world. I would like to thank Aspirations in Computing for this opportunity! I got to meet a lot of experienced and incredible peers that I wouldn't have met without the award.,ty
6868403165,N/A,no
6868401069,,
6868398198,,
6868381598,Nothing really thank you! :),ty
6868368955,,
6868363482,,
6868325246,,
6868278081,,
6868248446,,
6868173818,,
6868159810,Thank you so much. It was amazing.,ty
6868147711,"It was a really great experience for me as a whole. I appreciate you all encouraging young women, like me, to join.",comp
6868086192,,
6867898933,nothing except the Edgar Diaz issue; overall this has been a very positive experience,p
6867898847,I loved the speakers and career panel of women invited to my event ceremony. They are gave inspiring advice. They came a variety of backgrounds and careers in computer science.,comp
6867894884,,
6867875831,No.,no
6867859137,,
6867856158,,
6867855514,"I think this is a REALLY amazing way to make connections and help girls feel empowered, so Thank you SO much! ",ty
6867855514,"I think this is a REALLY amazing way to make connections and help girls feel empowered, so Thank you SO much! ",comp
6867848502,,
6867807281,,
